priority_rank,date_key,store_name,sku_id,sku_name,category,issue_type,risk_score,recommended_action,recommended_quantity,hours_to_stockout,expected_impact,source_store,destination_store,reason
985,20260629,BEN_DS_10,269,BABY_DIAP_29,Baby Care,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,24,34.2,"Avoids $14,053.20 lost sales; lifts DoC from 1.9 to 3.2d",BEN_DS_04,BEN_DS_10,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 1.1km within configured limit.
986,20260629,DEL_DS_06,131,FRUI_FRES_11,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,48,34.2,"Avoids $4,804.32 lost sales; lifts DoC from 1.9 to 2.9d",DEL_DS_05,DEL_DS_06,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 4.7km within configured limit.
987,20260629,DEL_DS_07,95,PACK_READ_05,Packaged Foods,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,24,34.2,"Avoids $3,202.32 lost sales; lifts DoC from 1.9 to 3.0d",DEL_DS_09,DEL_DS_07,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.2d). Distance is 4.4km within configured limit.
988,20260629,DEL_DS_08,81,SNAC_CHIP_21,Snacks,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,102,34.2,"Avoids $10,630.44 lost sales; lifts DoC from 1.9 to 3.5d",DEL_DS_01,DEL_DS_08,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 1.2km within configured limit.
989,20260629,DEL_DS_09,111,PACK_NOOD_21,Packaged Foods,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,40,34.2,"Avoids $5,936.00 lost sales; lifts DoC from 1.9 to 3.4d",DEL_DS_03,DEL_DS_09,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 1.7km within configured limit.
990,20260629,DEL_DS_09,252,BABY_BABY_12,Baby Care,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,60,34.2,"Avoids $35,998.20 lost sales; lifts DoC from 1.9 to 3.5d",DEL_DS_03,DEL_DS_09,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 28.8d). Distance is 1.7km within configured limit.
991,20260629,MUM_DS_01,83,SNAC_NAMK_23,Snacks,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,136,34.2,"Avoids $20,734.56 lost sales; lifts DoC from 1.9 to 3.5d",MUM_DS_05,MUM_DS_01,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 8.6km within configured limit.
992,20260629,MUM_DS_03,140,FRUI_CUT _20,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,64,34.2,"Avoids $3,493.76 lost sales; lifts DoC from 1.9 to 3.4d",MUM_DS_04,MUM_DS_03,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 0.9km within configured limit.
993,20260629,MUM_DS_05,118,PACK_SAUC_28,Packaged Foods,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,48,34.2,"Avoids $11,582.88 lost sales; lifts DoC from 1.9 to 3.3d",MUM_DS_08,MUM_DS_05,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.7d). Distance is 16.6km within configured limit.
994,20260629,MUM_DS_09,74,SNAC_CHOC_14,Snacks,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,88,34.2,"Avoids $5,904.80 lost sales; lifts DoC from 1.9 to 3.4d",MUM_DS_05,MUM_DS_09,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 4.5km within configured limit.
995,20260629,HYD_DS_05,17,DAIR_CURD_17,Dairy,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,96,34.2,"Avoids $10,422.72 lost sales; lifts DoC from 1.9 to 3.5d",HYD_DS_03,HYD_DS_05,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 15.5d). Distance is 2.6km within configured limit.
996,20260629,MUM_DS_09,74,SNAC_CHOC_14,Snacks,Stock Below Reorder Point,21,Scheduled Replenishment,328,34.2,Protects $0.00 sales exposure; targets 435 units,Regional Distribution Center,MUM_DS_09,Projected inventory (109) breached ROP (148). Target: 435.
997,20260629,HYD_DS_05,17,DAIR_CURD_17,Dairy,Stock Below Reorder Point,21,Scheduled Replenishment,360,34.2,Protects $0.00 sales exposure; targets 475 units,Regional Distribution Center,HYD_DS_05,Projected inventory (118) breached ROP (227). Target: 475.
998,20260629,BEN_DS_01,277,PET _PET _07,Pet Care,Inter-Store Misallocation / Impending Shortage,21,Redistribute Stock,6,34.7,"Avoids $1,394.64 lost sales; lifts DoC from 1.9 to 2.9d",BEN_DS_04,BEN_DS_01,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.8d). Distance is 1.3km within configured limit.
999,20260629,BEN_DS_01,277,PET _PET _07,Pet Care,Stock Below Reorder Point,21,Scheduled Replenishment,42,34.7,Protects $0.00 sales exposure; targets 51 units,Regional Distribution Center,BEN_DS_01,Projected inventory (12) breached ROP (32). Target: 51.
1000,20260629,MUM_DS_03,40,BEVE_WATE_10,Beverages,Stock Below Reorder Point,21,Scheduled Replenishment,424,45.9,Protects $0.00 sales exposure; targets 630 units,Regional Distribution Center,MUM_DS_03,Projected inventory (208) breached ROP (303). Target: 630.
1001,20260629,MUM_DS_05,11,DAIR_MILK_11,Dairy,Stock Below Reorder Point,21,Scheduled Replenishment,392,47.2,Protects $0.00 sales exposure; targets 560 units,Regional Distribution Center,MUM_DS_05,Projected inventory (171) breached ROP (299). Target: 560.
1002,20260629,BEN_DS_02,196,PERS_SOAP_16,Personal Care,Stock Below Reorder Point,20,Scheduled Replenishment,96,24.8,Protects $0.00 sales exposure; targets 44 units,Regional Distribution Center,BEN_DS_02,Projected inventory (8) breached ROP (9). Target: 44.
1003,20260629,MUM_DS_02,278,PET _PET _08,Pet Care,Stock Below Reorder Point,20,Scheduled Replenishment,72,25.0,Protects $0.00 sales exposure; targets 78 units,Regional Distribution Center,MUM_DS_02,Projected inventory (14) breached ROP (28). Target: 78.
1004,20260629,BEN_DS_09,295,PET _DOG _25,Pet Care,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,24,25.6,"Avoids $3,521.07 lost sales; lifts DoC from 1.4 to 3.5d",BEN_DS_08,BEN_DS_09,Destination projected to breach safety stock within 25.6h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 2.2km within configured limit.
1005,20260629,MUM_DS_02,239,HOUS_DISP_29,Household,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,6,25.6,Avoids $769.14 lost sales; lifts DoC from 1.4 to 2.6d,MUM_DS_03,MUM_DS_02,Destination projected to breach safety stock within 25.6h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 5.8km within configured limit.
1006,20260629,BEN_DS_09,295,PET _DOG _25,Pet Care,Stock Below Reorder Point,20,Scheduled Replenishment,72,25.6,Protects $0.00 sales exposure; targets 84 units,Regional Distribution Center,BEN_DS_09,Projected inventory (16) breached ROP (16). Target: 84.
1007,20260629,MUM_DS_02,239,HOUS_DISP_29,Household,Stock Below Reorder Point,20,Scheduled Replenishment,36,25.6,Protects $0.00 sales exposure; targets 38 units,Regional Distribution Center,MUM_DS_02,Projected inventory (7) breached ROP (8). Target: 38.
1008,20260629,BEN_DS_06,285,PET _PET _15,Pet Care,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,8,25.7,"Avoids $4,031.20 lost sales; lifts DoC from 1.4 to 2.7d",BEN_DS_10,BEN_DS_06,Destination projected to breach safety stock within 25.7h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 4.1km within configured limit.
1009,20260629,BEN_DS_06,285,PET _PET _15,Pet Care,Stock Below Reorder Point,20,Scheduled Replenishment,40,25.7,Protects $0.00 sales exposure; targets 48 units,Regional Distribution Center,BEN_DS_06,Projected inventory (9) breached ROP (10). Target: 48.
1010,20260629,MUM_DS_02,181,PERS_SOAP_01,Personal Care,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,24,25.9,"Avoids $5,428.56 lost sales; lifts DoC from 1.4 to 3.2d",MUM_DS_04,MUM_DS_02,Destination projected to breach safety stock within 25.9h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 6.5km within configured limit.
1011,20260629,MUM_DS_02,181,PERS_SOAP_01,Personal Care,Stock Below Reorder Point,20,Scheduled Replenishment,84,25.9,Protects $0.00 sales exposure; targets 104 units,Regional Distribution Center,MUM_DS_02,Projected inventory (20) breached ROP (20). Target: 104.
1012,20260629,MUM_DS_06,189,PERS_SKIN_09,Personal Care,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,18,26.1,"Avoids $2,242.44 lost sales; lifts DoC from 1.4 to 3.1d",MUM_DS_10,MUM_DS_06,Destination projected to breach safety stock within 26.1h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 3.0km within configured limit.
1013,20260629,MUM_DS_06,189,PERS_SKIN_09,Personal Care,Stock Below Reorder Point,20,Scheduled Replenishment,72,26.1,Protects $0.00 sales exposure; targets 85 units,Regional Distribution Center,MUM_DS_06,Projected inventory (16) breached ROP (30). Target: 85.
1014,20260629,BEN_DS_01,144,FRUI_SEAS_24,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,104,34.4,"Avoids $4,184.96 lost sales; lifts DoC from 1.9 to 3.5d",BEN_DS_04,BEN_DS_01,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 1.3km within configured limit.
1015,20260629,BEN_DS_10,134,FRUI_SEAS_14,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,88,34.4,"Avoids $3,314.08 lost sales; lifts DoC from 1.9 to 3.5d",BEN_DS_06,BEN_DS_10,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 4.1km within configured limit.
1016,20260629,DEL_DS_04,134,FRUI_SEAS_14,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,48,34.4,"Avoids $1,807.68 lost sales; lifts DoC from 1.9 to 2.7d",DEL_DS_10,DEL_DS_04,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 11.5km within configured limit.
1017,20260629,MUM_DS_08,268,BABY_BABY_28,Baby Care,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,24,34.4,"Avoids $3,102.96 lost sales; lifts DoC from 1.9 to 3.4d",MUM_DS_07,MUM_DS_08,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.8d). Distance is 1.7km within configured limit.
1018,20260629,HYD_DS_02,116,PACK_NOOD_26,Packaged Foods,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,48,34.4,"Avoids $4,174.08 lost sales; lifts DoC from 1.9 to 3.5d",HYD_DS_09,HYD_DS_02,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 2.8km within configured limit.
1019,20260629,MUM_DS_08,268,BABY_BABY_28,Baby Care,Stock Below Reorder Point,20,Scheduled Replenishment,96,34.4,Protects $0.00 sales exposure; targets 120 units,Regional Distribution Center,MUM_DS_08,Projected inventory (30) breached ROP (42). Target: 120.
1020,20260629,BEN_DS_01,118,PACK_SAUC_28,Packaged Foods,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,48,34.6,"Avoids $11,582.88 lost sales; lifts DoC from 1.9 to 3.4d",BEN_DS_10,BEN_DS_01,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 2.4km within configured limit.
1021,20260629,BEN_DS_01,248,BABY_BABY_08,Baby Care,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,24,34.6,"Avoids $11,415.60 lost sales; lifts DoC from 1.9 to 2.9d",BEN_DS_10,BEN_DS_01,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 2.4km within configured limit.
1022,20260629,BEN_DS_03,57,BEVE_COLD_27,Beverages,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,92,34.6,"Avoids $11,389.60 lost sales; lifts DoC from 1.9 to 3.5d",BEN_DS_02,BEN_DS_03,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 4.8km within configured limit.
1023,20260629,BEN_DS_08,74,SNAC_CHOC_14,Snacks,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,40,34.6,"Avoids $2,684.00 lost sales; lifts DoC from 1.9 to 2.9d",BEN_DS_09,BEN_DS_08,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 2.2km within configured limit.
1024,20260629,BEN_DS_10,267,BABY_BABY_27,Baby Care,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,24,34.6,"Avoids $4,963.68 lost sales; lifts DoC from 1.9 to 3.0d",BEN_DS_04,BEN_DS_10,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 1.1km within configured limit.
1025,20260629,DEL_DS_03,89,SNAC_CHOC_29,Snacks,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,48,34.6,"Avoids $2,442.24 lost sales; lifts DoC from 1.9 to 3.2d",DEL_DS_09,DEL_DS_03,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 1.7km within configured limit.
1026,20260629,DEL_DS_06,159,STAP_EDIB_09,Staples,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,36,34.6,"Avoids $20,171.16 lost sales; lifts DoC from 1.9 to 2.9d",DEL_DS_05,DEL_DS_06,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.7km within configured limit.
1027,20260629,BEN_DS_01,248,BABY_BABY_08,Baby Care,Stock Below Reorder Point,20,Scheduled Replenishment,144,34.6,Protects $0.00 sales exposure; targets 186 units,Regional Distribution Center,BEN_DS_01,Projected inventory (47) breached ROP (63). Target: 186.
1028,20260629,BEN_DS_08,74,SNAC_CHOC_14,Snacks,Stock Below Reorder Point,20,Scheduled Replenishment,248,34.6,Protects $0.00 sales exposure; targets 323 units,Regional Distribution Center,BEN_DS_08,Projected inventory (81) breached ROP (111). Target: 323.
1029,20260629,DEL_DS_03,89,SNAC_CHOC_29,Snacks,Stock Below Reorder Point,20,Scheduled Replenishment,216,34.6,Protects $0.00 sales exposure; targets 281 units,Regional Distribution Center,DEL_DS_03,Projected inventory (71) breached ROP (78). Target: 281.
1030,20260629,DEL_DS_06,159,STAP_EDIB_09,Staples,Stock Below Reorder Point,20,Scheduled Replenishment,208,34.6,Protects $0.00 sales exposure; targets 278 units,Regional Distribution Center,DEL_DS_06,Projected inventory (70) breached ROP (95). Target: 278.
1031,20260629,BEN_DS_02,94,PACK_BREA_04,Packaged Foods,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,24,34.7,"Avoids $1,963.44 lost sales; lifts DoC from 1.9 to 3.0d",BEN_DS_03,BEN_DS_02,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 4.8km within configured limit.
1032,20260629,BEN_DS_02,116,PACK_NOOD_26,Packaged Foods,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,56,34.7,"Avoids $4,869.76 lost sales; lifts DoC from 1.9 to 3.5d",BEN_DS_03,BEN_DS_02,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 4.8km within configured limit.
1033,20260629,BEN_DS_10,114,PACK_BREA_24,Packaged Foods,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,36,34.7,"Avoids $2,110.32 lost sales; lifts DoC from 1.9 to 3.2d",BEN_DS_09,BEN_DS_10,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 3.8km within configured limit.
1034,20260629,MUM_DS_03,59,BEVE_ENER_29,Beverages,Inter-Store Misallocation / Impending Shortage,20,Redistribute Stock,72,34.7,"Avoids $3,514.32 lost sales; lifts DoC from 1.9 to 3.4d",MUM_DS_04,MUM_DS_03,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 13.7d). Distance is 0.9km within configured limit.
